Measure Name,Year,Period,Value
Number of Business Bankruptcies (Ontario) ,2017,Jun,38
Number of Business Bankruptcies (Ontario) ,2017,Jul,63
Number of Business Bankruptcies (Ontario) ,2017,Aug,55
Number of Business Bankruptcies (Ontario) ,2017,Sep,58
Number of Business Bankruptcies (Ontario) ,2017,Oct,85
Number of Business Bankruptcies (Ontario) ,2017,Nov,70
Number of Business Bankruptcies (Ontario) ,2017,Dec,47
Number of Business Bankruptcies (Ontario) ,2018,Jan,53
Number of Business Bankruptcies (Ontario) ,2018,Feb,54
Number of Business Bankruptcies (Ontario) ,2018,Mar,73
Number of Business Bankruptcies (Ontario) ,2018,Apr,61
Number of Business Bankruptcies (Ontario) ,2018,May,64
Number of Business Bankruptcies (Ontario) ,2018,Jun,52
Number of Business Bankruptcies (Ontario) ,2018,Jul,54
Number of Business Bankruptcies (Ontario) ,2018,Aug,46
Number of Business Bankruptcies (Ontario) ,2018,Sep,54
Number of Business Bankruptcies (Ontario) ,2018,Oct,65
Number of Business Bankruptcies (Ontario) ,2018,Nov,64
Number of Business Bankruptcies (Ontario) ,2018,Dec,48
Number of Business Bankruptcies (Ontario) ,2019,Jan,60
Number of Business Bankruptcies (Ontario) ,2019,Feb,43
Number of Business Bankruptcies (Ontario) ,2019,Mar,73
Number of Business Bankruptcies (Ontario) ,2019,Apr,71
Number of Business Bankruptcies (Ontario) ,2019,May,68
Number of Business Bankruptcies (Ontario) ,2019,Jun,45
Number of Business Bankruptcies (Ontario) ,2019,Jul,54
Number of Business Bankruptcies (Ontario) ,2019,Aug,50
Number of Business Bankruptcies (Ontario) ,2019,Sep,50
Number of Business Bankruptcies (Ontario) ,2019,Oct,47
Number of Business Bankruptcies (Ontario) ,2019,Nov,53
Number of Business Bankruptcies (Ontario) ,2019,Dec,38
Number of Business Bankruptcies (Ontario) ,2020,Jan,46
Number of Business Bankruptcies (Ontario) ,2020,Feb,55
Number of Business Bankruptcies (Ontario) ,2020,Mar,44
Number of Business Bankruptcies (Ontario) ,2020,Apr,37
Number of Business Bankruptcies (Ontario) ,2020,May,55
Number of Business Bankruptcies (Ontario) ,2020,Jun,42
Number of Business Bankruptcies (Ontario) ,2020,Jul,49
Number of Business Bankruptcies (Ontario) ,2020,Aug,42
Number of Business Bankruptcies (Ontario) ,2020,Sep,38
Number of Business Bankruptcies (Ontario) ,2020,Oct,46
Number of Business Bankruptcies (Ontario) ,2020,Nov,36
Number of Business Bankruptcies (Ontario) ,2020,Dec,46
Number of Business Bankruptcies (Ontario) ,2021,Jan,36
Number of Business Bankruptcies (Ontario) ,2021,Feb,32
Number of Business Bankruptcies (Ontario) ,2021,Mar,25
Number of Business Bankruptcies (Ontario) ,2021,Apr,35
Number of Business Bankruptcies (Ontario) ,2021,May,35
Number of Business Bankruptcies (Ontario) ,2021,Jun,33
Number of Business Licences Renewed ,2007,Jan,4775
Number of Business Licences Renewed ,2007,Feb,3592
Number of Business Licences Renewed ,2007,Mar,3680
Number of Business Licences Renewed ,2007,Apr,2736
Number of Business Licences Renewed ,2007,May,4494
Number of Business Licences Renewed ,2007,Jun,3199
Number of Business Licences Renewed ,2007,Jul,3109
Number of Business Licences Renewed ,2007,Aug,3685
Number of Business Licences Renewed ,2007,Sep,3007
Number of Business Licences Renewed ,2007,Oct,3144
Number of Business Licences Renewed ,2007,Nov,3086
Number of Business Licences Renewed ,2007,Dec,3404
Number of Business Licences Renewed ,2008,Jan,4047
Number of Business Licences Renewed ,2008,Feb,3477
Number of Business Licences Renewed ,2008,Mar,2988
Number of Business Licences Renewed ,2008,Apr,3937
Number of Business Licences Renewed ,2008,May,3795
Number of Business Licences Renewed ,2008,Jun,3531
Number of Business Licences Renewed ,2008,Jul,3560
Number of Business Licences Renewed ,2008,Aug,2874
Number of Business Licences Renewed ,2008,Sep,3016
Number of Business Licences Renewed ,2008,Oct,3112
Number of Business Licences Renewed ,2008,Nov,2000
Number of Business Licences Renewed ,2008,Dec,3408
Number of Business Licences Renewed ,2009,Jan,4795
Number of Business Licences Renewed ,2009,Feb,3364
Number of Business Licences Renewed ,2009,Mar,3620
Number of Business Licences Renewed ,2009,Apr,3611
Number of Business Licences Renewed ,2009,May,3839
Number of Business Licences Renewed ,2009,Jun,2806
Number of Business Licences Renewed ,2009,Jul,1010
Number of Business Licences Renewed ,2009,Aug,5127
Number of Business Licences Renewed ,2009,Sep,2910
Number of Business Licences Renewed ,2009,Oct,3093
Number of Business Licences Renewed ,2009,Nov,2945
Number of Business Licences Renewed ,2009,Dec,3719
Number of Business Licences Renewed ,2010,Jan,3588
Number of Business Licences Renewed ,2010,Feb,3423
Number of Business Licences Renewed ,2010,Mar,4944
Number of Business Licences Renewed ,2010,Apr,3918
Number of Business Licences Renewed ,2010,May,3754
Number of Business Licences Renewed ,2010,Jun,4325
Number of Business Licences Renewed ,2010,Jul,2711
Number of Business Licences Renewed ,2010,Aug,2951
Number of Business Licences Renewed ,2010,Sep,3955
Number of Business Licences Renewed ,2010,Oct,3342
Number of Business Licences Renewed ,2010,Nov,3094
Number of Business Licences Renewed ,2010,Dec,3971
Number of Business Licences Renewed ,2011,Jan,4637
Number of Business Licences Renewed ,2011,Feb,3780
Number of Business Licences Renewed ,2011,Mar,4824
Number of Business Licences Renewed ,2011,Apr,3758
Number of Business Licences Renewed ,2011,May,3740
Number of Business Licences Renewed ,2011,Jun,4298
Number of Business Licences Renewed ,2011,Jul,2877
Number of Business Licences Renewed ,2011,Aug,3086
Number of Business Licences Renewed ,2011,Sep,4118
Number of Business Licences Renewed ,2011,Oct,3297
Number of Business Licences Renewed ,2011,Nov,2972
Number of Business Licences Renewed ,2011,Dec,3365
Number of Business Licences Renewed ,2012,Jan,4160
Number of Business Licences Renewed ,2012,Feb,3669
Number of Business Licences Renewed ,2012,Mar,4991
Number of Business Licences Renewed ,2012,Apr,3876
Number of Business Licences Renewed ,2012,May,3741
Number of Business Licences Renewed ,2012,Jun,4408
Number of Business Licences Renewed ,2012,Jul,2820
Number of Business Licences Renewed ,2012,Aug,3071
Number of Business Licences Renewed ,2012,Sep,3903
Number of Business Licences Renewed ,2012,Oct,3299
Number of Business Licences Renewed ,2012,Nov,3011
Number of Business Licences Renewed ,2012,Dec,3676
Number of Business Licences Renewed ,2013,Jan,4149
Number of Business Licences Renewed ,2013,Feb,3386
Number of Business Licences Renewed ,2013,Mar,4603
Number of Business Licences Renewed ,2013,Apr,4793
Number of Business Licences Renewed ,2013,May,4168
Number of Business Licences Renewed ,2013,Jun,3837
Number of Business Licences Renewed ,2013,Jul,3421
Number of Business Licences Renewed ,2013,Aug,3249
Number of Business Licences Renewed ,2013,Sep,3539
Number of Business Licences Renewed ,2013,Oct,3622
Number of Business Licences Renewed ,2013,Nov,2825
Number of Business Licences Renewed ,2013,Dec,3730
Number of Business Licences Renewed ,2014,Jan,4245
Number of Business Licences Renewed ,2014,Feb,3557
Number of Business Licences Renewed ,2014,Mar,3986
Number of Business Licences Renewed ,2014,Apr,3894
Number of Business Licences Renewed ,2014,May,4366
Number of Business Licences Renewed ,2014,Jun,3284
Number of Business Licences Renewed ,2014,Jul,3511
Number of Business Licences Renewed ,2014,Aug,3289
Number of Business Licences Renewed ,2014,Sep,3280
Number of Business Licences Renewed ,2014,Oct,3741
Number of Business Licences Renewed ,2014,Nov,2987
Number of Business Licences Renewed ,2014,Dec,3769
Number of Business Licences Renewed ,2015,Jan,4126
Number of Business Licences Renewed ,2015,Feb,3521
Number of Business Licences Renewed ,2015,Mar,4896
Number of Business Licences Renewed ,2015,Apr,4021
Number of Business Licences Renewed ,2015,May,3930
Number of Business Licences Renewed ,2015,Jun,4140
Number of Business Licences Renewed ,2015,Jul,3347
Number of Business Licences Renewed ,2015,Aug,3440
Number of Business Licences Renewed ,2015,Sep,3614
Number of Business Licences Renewed ,2015,Oct,3427
Number of Business Licences Renewed ,2015,Nov,2574
Number of Business Licences Renewed ,2015,Dec,4362
Number of Business Licences Renewed ,2016,Jan,4145
Number of Business Licences Renewed ,2016,Feb,3186
Number of Business Licences Renewed ,2016,Mar,4172
Number of Business Licences Renewed ,2016,Apr,4317
Number of Business Licences Renewed ,2016,May,4163
Number of Business Licences Renewed ,2016,Jun,3724
Number of Business Licences Renewed ,2016,Jul,3297
Number of Business Licences Renewed ,2016,Aug,3848
Number of Business Licences Renewed ,2016,Sep,3520
Number of Business Licences Renewed ,2016,Oct,3232
Number of Business Licences Renewed ,2016,Nov,3020
Number of Business Licences Renewed ,2016,Dec,4322
Number of Business Licences Renewed ,2017,Jan,4166
Number of Business Licences Renewed ,2017,Feb,2881
Number of Business Licences Renewed ,2017,Mar,4849
Number of Business Licences Renewed ,2017,Apr,3180
Number of Business Licences Renewed ,2017,May,4857
Number of Business Licences Renewed ,2017,Jun,4180
Number of Business Licences Renewed ,2017,Jul,4137
Number of Business Licences Renewed ,2017,Aug,4368
Number of Business Licences Renewed ,2017,Sep,3708
Number of Business Licences Renewed ,2017,Oct,3859
Number of Business Licences Renewed ,2017,Nov,2874
Number of Business Licences Renewed ,2017,Dec,4082
Number of Business Licences Renewed ,2018,Jan,4554
Number of Business Licences Renewed ,2018,Feb,3784
Number of Business Licences Renewed ,2018,Mar,4372
Number of Business Licences Renewed ,2018,Apr,4032
Number of Business Licences Renewed ,2018,May,4645
Number of Business Licences Renewed ,2018,Jun,3825
Number of Business Licences Renewed ,2018,Jul,3694
Number of Business Licences Renewed ,2018,Aug,4015
Number of Business Licences Renewed ,2018,Sep,3435
Number of Business Licences Renewed ,2018,Oct,3874
Number of Business Licences Renewed ,2018,Nov,2744
Number of Business Licences Renewed ,2018,Dec,4047
Number of Business Licences Renewed ,2019,Jan,3859
Number of Business Licences Renewed ,2019,Feb,3524
Number of Business Licences Renewed ,2019,Mar,4651
Number of Business Licences Renewed ,2019,Apr,4040
Number of Business Licences Renewed ,2019,May,4234
Number of Business Licences Renewed ,2019,Jun,3573
Number of Business Licences Renewed ,2019,Jul,3771
Number of Business Licences Renewed ,2019,Aug,3549
Number of Business Licences Renewed ,2019,Sep,3682
Number of Business Licences Renewed ,2019,Oct,3841
Number of Business Licences Renewed ,2019,Nov,2792
Number of Business Licences Renewed ,2019,Dec,4260
Number of Business Licences Renewed ,2020,Jan,4124
Number of Business Licences Renewed ,2020,Feb,3666
Number of Business Licences Renewed ,2020,Mar,2641
Number of Business Licences Renewed ,2020,Apr,1039
Number of Business Licences Renewed ,2020,May,2741
Number of Business Licences Renewed ,2020,Jun,1212
Number of Business Licences Renewed ,2020,Jul,3430
Number of Business Licences Renewed ,2020,Aug,5956
Number of Business Licences Renewed ,2020,Sep,5089
Number of Business Licences Renewed ,2020,Oct,3899
Number of Business Licences Renewed ,2020,Nov,2298
Number of Business Licences Renewed ,2020,Dec,2980
Number of Business Licences Renewed ,2021,Jan,3400
Number of Business Licences Renewed ,2021,Feb,2986
Number of Business Licences Renewed ,2021,Mar,2859
Number of Business Licences Renewed ,2021,Apr,2668
Number of Business Licences Renewed ,2021,May,3341
Number of Business Licences Renewed ,2021,Jun,3602
Number of New Business Licences Issued ,2007,Jan,636
Number of New Business Licences Issued ,2007,Feb,750
Number of New Business Licences Issued ,2007,Mar,713
Number of New Business Licences Issued ,2007,Apr,625
Number of New Business Licences Issued ,2007,May,772
Number of New Business Licences Issued ,2007,Jun,660
Number of New Business Licences Issued ,2007,Jul,677
Number of New Business Licences Issued ,2007,Aug,754
Number of New Business Licences Issued ,2007,Sep,667
Number of New Business Licences Issued ,2007,Oct,789
Number of New Business Licences Issued ,2007,Nov,746
Number of New Business Licences Issued ,2007,Dec,568
Number of New Business Licences Issued ,2008,Jan,677
Number of New Business Licences Issued ,2008,Feb,717
Number of New Business Licences Issued ,2008,Mar,613
Number of New Business Licences Issued ,2008,Apr,767
Number of New Business Licences Issued ,2008,May,801
Number of New Business Licences Issued ,2008,Jun,868
Number of New Business Licences Issued ,2008,Jul,786
Number of New Business Licences Issued ,2008,Aug,607
Number of New Business Licences Issued ,2008,Sep,737
Number of New Business Licences Issued ,2008,Oct,767
Number of New Business Licences Issued ,2008,Nov,700
Number of New Business Licences Issued ,2008,Dec,713
Number of New Business Licences Issued ,2009,Jan,676
Number of New Business Licences Issued ,2009,Feb,624
Number of New Business Licences Issued ,2009,Mar,793
Number of New Business Licences Issued ,2009,Apr,899
Number of New Business Licences Issued ,2009,May,885
Number of New Business Licences Issued ,2009,Jun,711
Number of New Business Licences Issued ,2009,Jul,20
Number of New Business Licences Issued ,2009,Aug,921
Number of New Business Licences Issued ,2009,Sep,1084
Number of New Business Licences Issued ,2009,Oct,872
Number of New Business Licences Issued ,2009,Nov,741
Number of New Business Licences Issued ,2009,Dec,1097
Number of New Business Licences Issued ,2010,Jan,568
Number of New Business Licences Issued ,2010,Feb,708
Number of New Business Licences Issued ,2010,Mar,1044
Number of New Business Licences Issued ,2010,Apr,880
Number of New Business Licences Issued ,2010,May,765
Number of New Business Licences Issued ,2010,Jun,951
Number of New Business Licences Issued ,2010,Jul,694
Number of New Business Licences Issued ,2010,Aug,655
Number of New Business Licences Issued ,2010,Sep,843
Number of New Business Licences Issued ,2010,Oct,628
Number of New Business Licences Issued ,2010,Nov,649
Number of New Business Licences Issued ,2010,Dec,962
Number of New Business Licences Issued ,2011,Jan,641
Number of New Business Licences Issued ,2011,Feb,742
Number of New Business Licences Issued ,2011,Mar,922
Number of New Business Licences Issued ,2011,Apr,760
Number of New Business Licences Issued ,2011,May,751
Number of New Business Licences Issued ,2011,Jun,846
Number of New Business Licences Issued ,2011,Jul,620
Number of New Business Licences Issued ,2011,Aug,631
Number of New Business Licences Issued ,2011,Sep,768
Number of New Business Licences Issued ,2011,Oct,691
Number of New Business Licences Issued ,2011,Nov,642
Number of New Business Licences Issued ,2011,Dec,774
Number of New Business Licences Issued ,2012,Jan,543
Number of New Business Licences Issued ,2012,Feb,581
Number of New Business Licences Issued ,2012,Mar,874
Number of New Business Licences Issued ,2012,Apr,677
Number of New Business Licences Issued ,2012,May,639
Number of New Business Licences Issued ,2012,Jun,879
Number of New Business Licences Issued ,2012,Jul,634
Number of New Business Licences Issued ,2012,Aug,615
Number of New Business Licences Issued ,2012,Sep,771
Number of New Business Licences Issued ,2012,Oct,730
Number of New Business Licences Issued ,2012,Nov,696
Number of New Business Licences Issued ,2012,Dec,706
Number of New Business Licences Issued ,2013,Jan,680
Number of New Business Licences Issued ,2013,Feb,585
Number of New Business Licences Issued ,2013,Mar,661
Number of New Business Licences Issued ,2013,Apr,769
Number of New Business Licences Issued ,2013,May,802
Number of New Business Licences Issued ,2013,Jun,763
Number of New Business Licences Issued ,2013,Jul,656
Number of New Business Licences Issued ,2013,Aug,706
Number of New Business Licences Issued ,2013,Sep,752
Number of New Business Licences Issued ,2013,Oct,759
Number of New Business Licences Issued ,2013,Nov,652
Number of New Business Licences Issued ,2013,Dec,560
Number of New Business Licences Issued ,2014,Jan,627
Number of New Business Licences Issued ,2014,Feb,543
Number of New Business Licences Issued ,2014,Mar,759
Number of New Business Licences Issued ,2014,Apr,728
Number of New Business Licences Issued ,2014,May,746
Number of New Business Licences Issued ,2014,Jun,757
Number of New Business Licences Issued ,2014,Jul,755
Number of New Business Licences Issued ,2014,Aug,676
Number of New Business Licences Issued ,2014,Sep,718
Number of New Business Licences Issued ,2014,Oct,803
Number of New Business Licences Issued ,2014,Nov,689
Number of New Business Licences Issued ,2014,Dec,637
Number of New Business Licences Issued ,2015,Jan,626
Number of New Business Licences Issued ,2015,Feb,604
Number of New Business Licences Issued ,2015,Mar,855
Number of New Business Licences Issued ,2015,Apr,802
Number of New Business Licences Issued ,2015,May,763
Number of New Business Licences Issued ,2015,Jun,806
Number of New Business Licences Issued ,2015,Jul,846
Number of New Business Licences Issued ,2015,Aug,748
Number of New Business Licences Issued ,2015,Sep,738
Number of New Business Licences Issued ,2015,Oct,716
Number of New Business Licences Issued ,2015,Nov,679
Number of New Business Licences Issued ,2015,Dec,639
Number of New Business Licences Issued ,2016,Jan,571
Number of New Business Licences Issued ,2016,Feb,670
Number of New Business Licences Issued ,2016,Mar,690
Number of New Business Licences Issued ,2016,Apr,697
Number of New Business Licences Issued ,2016,May,1407
Number of New Business Licences Issued ,2016,Jun,1412
Number of New Business Licences Issued ,2016,Jul,1881
Number of New Business Licences Issued ,2016,Aug,1856
Number of New Business Licences Issued ,2016,Sep,1351
Number of New Business Licences Issued ,2016,Oct,1147
Number of New Business Licences Issued ,2016,Nov,1089
Number of New Business Licences Issued ,2016,Dec,1086
Number of New Business Licences Issued ,2017,Jan,1019
Number of New Business Licences Issued ,2017,Feb,944
Number of New Business Licences Issued ,2017,Mar,1253
Number of New Business Licences Issued ,2017,Apr,928
Number of New Business Licences Issued ,2017,May,1176
Number of New Business Licences Issued ,2017,Jun,908
Number of New Business Licences Issued ,2017,Jul,785
Number of New Business Licences Issued ,2017,Aug,855
Number of New Business Licences Issued ,2017,Sep,775
Number of New Business Licences Issued ,2017,Oct,865
Number of New Business Licences Issued ,2017,Nov,899
Number of New Business Licences Issued ,2017,Dec,711
Number of New Business Licences Issued ,2018,Jan,791
Number of New Business Licences Issued ,2018,Feb,709
Number of New Business Licences Issued ,2018,Mar,858
Number of New Business Licences Issued ,2018,Apr,790
Number of New Business Licences Issued ,2018,May,948
Number of New Business Licences Issued ,2018,Jun,819
Number of New Business Licences Issued ,2018,Jul,750
Number of New Business Licences Issued ,2018,Aug,684
Number of New Business Licences Issued ,2018,Sep,763
Number of New Business Licences Issued ,2018,Oct,864
Number of New Business Licences Issued ,2018,Nov,543
Number of New Business Licences Issued ,2018,Dec,470
Number of New Business Licences Issued ,2019,Jan,677
Number of New Business Licences Issued ,2019,Feb,639
Number of New Business Licences Issued ,2019,Mar,795
Number of New Business Licences Issued ,2019,Apr,790
Number of New Business Licences Issued ,2019,May,806
Number of New Business Licences Issued ,2019,Jun,734
Number of New Business Licences Issued ,2019,Jul,768
Number of New Business Licences Issued ,2019,Aug,610
Number of New Business Licences Issued ,2019,Sep,637
Number of New Business Licences Issued ,2019,Oct,788
Number of New Business Licences Issued ,2019,Nov,663
Number of New Business Licences Issued ,2019,Dec,664
Number of New Business Licences Issued ,2020,Jan,706
Number of New Business Licences Issued ,2020,Feb,547
Number of New Business Licences Issued ,2020,Mar,373
Number of New Business Licences Issued ,2020,Apr,0
Number of New Business Licences Issued ,2020,May,19
Number of New Business Licences Issued ,2020,Jun,62
Number of New Business Licences Issued ,2020,Jul,168
Number of New Business Licences Issued ,2020,Aug,325
Number of New Business Licences Issued ,2020,Sep,412
Number of New Business Licences Issued ,2020,Oct,366
Number of New Business Licences Issued ,2020,Nov,327
Number of New Business Licences Issued ,2020,Dec,304
Number of New Business Licences Issued ,2021,Jan,294
Number of New Business Licences Issued ,2021,Feb,264
Number of New Business Licences Issued ,2021,Mar,390
Number of New Business Licences Issued ,2021,Apr,291
Number of New Business Licences Issued ,2021,May,324
Number of New Business Licences Issued ,2021,Jun,324
